nama_fasilitas,jenis_fasilitas,latitude,longitude,provinsi,kota_kabupaten
Apotek Eka Medika,pharmacy,-6.8566341,107.9219614,Jawa Barat,Sumedang
Century Carrefour ITC Cempaka Emas,pharmacy,-6.1647796,106.8777184,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century,pharmacy,-6.1651023,106.8773885,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotik 86,pharmacy,-6.1646756,106.8772477,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Sukalarang,pharmacy,-6.8744933,107.0236078,Jawa Barat,Sukabumi
Apotek Suci,pharmacy,-6.8753601,107.0229989,Jawa Barat,Sukabumi
Apotek Cipayung Farma,pharmacy,-6.4736115,106.8301767,Jawa Barat,Bogor
Apotek Kimia Farma Kalimalang,pharmacy,-6.2480647,106.9869782,Jawa Barat,Kota Bekasi
Century,pharmacy,-6.2497631,106.9851181,Jawa Barat,Kota Bekasi
Century,pharmacy,-6.1854968,106.732222,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Puri Satu,pharmacy,-6.1879541,106.7354581,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century,pharmacy,-6.1732397,106.8721917,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Toko Obat Berizin Sumber Sehat,pharmacy,-6.3215075,107.0910881,Jawa Barat,Bekasi
Apotek Wijaya Farma,pharmacy,-6.3192628,107.092723,Jawa Barat,Bekasi
Apotik K-24 Veteran,pharmacy,-6.2399885,106.9996047,Jawa Barat,Kota Bekasi
Apotek Sahabat Sehat,pharmacy,-6.2018254,106.8855116,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Emilia,pharmacy,-6.2018414,106.8849255,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Niaga,pharmacy,-6.3044301,107.2976323,Jawa Barat,Karawang
Wellness Pharmacy,pharmacy,-6.1506979,106.8923888,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek 75,pharmacy,-6.1500992,106.8911214,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century,pharmacy,-6.189974,106.8746164,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Alvin Farma,pharmacy,-6.1539407,106.9089648,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Sumber Sehat Apotik,pharmacy,-6.1581795,106.9065133,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Watson Pharmacy,pharmacy,-6.1561181,106.9097587,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Century,pharmacy,-6.2569633,107.1563094,Jawa Barat,Bekasi
Apotek Aliyya,pharmacy,-7.3326356,108.3508164,Jawa Barat,Ciamis
Apotik Syifa,pharmacy,-6.2682174,107.082438,Jawa Barat,Bekasi
Apotik Rizky,pharmacy,-6.268244,107.0825265,Jawa Barat,Bekasi
Apotek Kimia Farma,pharmacy,-6.3209183,107.291826,Jawa Barat,Karawang
Apotek Century,pharmacy,-6.2240123,106.8268269,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Century,pharmacy,-6.2624144,106.8652213,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century,pharmacy,-6.1883553,106.734302,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Century,pharmacy,-6.2230278,106.8424728,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Sinar Jaya,pharmacy,-7.3711175,108.5416077,Jawa Barat,Banjar
Apotek Puji,pharmacy,-6.1418469,106.735395,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Kamilio 3,pharmacy,-6.1418429,106.7347057,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Bintang Semesta Farma,pharmacy,-6.1418402,106.7345408,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Pananjung,pharmacy,-6.9172553,106.9333756,Jawa Barat,Kota Sukabumi
Apotek Atrika,pharmacy,-6.2233051,106.8260577,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek PharmaPlus,pharmacy,-6.3677544,106.8342418,Jawa Barat,Depok
Apotek Century,pharmacy,-6.257194,106.8560287,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek K-24 Mangun Jaya,pharmacy,-6.2509469,107.0591531,Jawa Barat,Bekasi
Toko Alat Kesehatan Azka Medical,pharmacy,-6.5687205,107.7623901,Jawa Barat,Subang
Tidak bernama,pharmacy,-6.579917,106.7777055,Jawa Barat,Kota Bogor
Apotek Kurnia 2,pharmacy,-6.3184283,107.2932234,Jawa Barat,Karawang
Apotek Izhar Farma,pharmacy,-6.3005104,107.3269924,Jawa Barat,Karawang
Apotek Asri Husada,pharmacy,-6.8959467,107.6199996,Jawa Barat,Kota Bandung
Apotek Gita Farma,pharmacy,-6.9344453,107.5958611,Jawa Barat,Kota Bandung
Apotek Kimia Farma,pharmacy,-6.5370534,107.4407449,Jawa Barat,Purwakarta
Apotek Panglejar,pharmacy,-6.5673043,107.7603637,Jawa Barat,Subang
Apotek Surapati,pharmacy,-6.8986441,107.6154774,Jawa Barat,Kota Bandung
Apotek Kimia Farma Pilar Mas,pharmacy,-6.250775,107.1582399,Jawa Barat,Bekasi
Apotek Setra Farma,pharmacy,-6.3205637,107.2917804,Jawa Barat,Karawang
Apotek Mitta Farma,pharmacy,-6.3088949,107.3039724,Jawa Barat,Karawang
Puskesmas Mekarwangi / Public Medical Center,clinic,-6.5421511,106.7838371,Jawa Barat,Kota Bogor
Apotik Mahkota Farma,pharmacy,-7.359272,108.2205874,Jawa Barat,Kota Tasikmalaya
Posyandu Karya Ibu 03 Pos-3,clinic,-6.2018967,106.9083806,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Dr. AC Harun (Spesialis THT),doctors,-6.2173529,106.8443766,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Dr. Firman Munir Mars,doctors,-6.2173745,106.8443582,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD Ciamis,hospital,-7.3347477,108.3593964,Jawa Barat,Ciamis
Tidak bernama,clinic,-6.8138676,107.2464353,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.8138199,107.2466497,Jawa Barat,Cianjur
Tidak bernama,hospital,-6.813966,107.2443068,Jawa Barat,Cianjur
Tidak bernama,clinic,-6.8137024,107.2444731,Jawa Barat,Cianjur
Tidak bernama,hospital,-6.8138395,107.2443659,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.8146523,107.2506375,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.8162373,107.2498421,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.8133764,107.2515994,Jawa Barat,Cianjur
Tidak bernama,doctors,-6.8136049,107.2517565,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.8160705,107.2498693,Jawa Barat,Cianjur
Tidak bernama,clinic,-6.9224991,106.9405017,Jawa Barat,Kota Sukabumi
Tidak bernama,dentist,-6.922683,106.9398462,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9225521,106.9423435,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9230738,106.936794,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9229212,106.940057,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9197014,106.9531407,Jawa Barat,Sukabumi
Tidak bernama,clinic,-6.9216914,106.9445412,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9194272,106.9544042,Jawa Barat,Sukabumi
Tidak bernama,clinic,-6.919607,106.954347,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9196182,106.9531211,Jawa Barat,Sukabumi
Tidak bernama,pharmacy,-6.922327,106.9279073,Jawa Barat,Kota Sukabumi
Tidak bernama,hospital,-6.9221417,106.9235059,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9205206,106.9223733,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9195548,106.9171393,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9187681,106.9145165,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9185496,106.9146375,Jawa Barat,Kota Sukabumi
Tidak bernama,hospital,-6.9190866,106.9169318,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9195887,106.9173876,Jawa Barat,Kota Sukabumi
RSU DR. H. Marzoeki Mahdi - Pintu Pejalan Kaki,hospital,-6.582876,106.7795998,Jawa Barat,Kota Bogor
Tidak bernama,dentist,-6.9224801,106.9354224,Jawa Barat,Kota Sukabumi
Tidak bernama,dentist,-6.9195486,106.9359886,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9193428,106.9360353,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9190908,106.9361046,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9152415,106.9361157,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9126649,106.9339612,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9143058,106.9347688,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9179421,106.9360427,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9194834,106.9359548,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.91525,106.936049,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9151497,106.9351862,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9179599,106.9350382,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9169668,106.9346564,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9178336,106.9347237,Jawa Barat,Kota Sukabumi
Tidak bernama,dentist,-6.9181748,106.9321273,Jawa Barat,Kota Sukabumi
Tidak bernama,dentist,-6.922167,106.9311057,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9216208,106.929526,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9210567,106.9283385,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9210397,106.9283871,Jawa Barat,Kota Sukabumi
Tidak bernama,dentist,-6.9207047,106.932517,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9201423,106.9297727,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9191209,106.927948,Jawa Barat,Kota Sukabumi
Tidak bernama,hospital,-6.9120589,106.9225985,Jawa Barat,Kota Sukabumi
Tidak bernama,hospital,-6.9124144,106.9223035,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.916776,106.9311567,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9123126,106.9220417,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9223456,106.9249624,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9164158,106.9317625,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9153713,106.9322448,Jawa Barat,Kota Sukabumi
Tidak bernama,pharmacy,-6.9167292,106.931125,Jawa Barat,Kota Sukabumi
Tidak bernama,doctors,-6.9122791,106.9291446,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9125688,106.9222334,Jawa Barat,Kota Sukabumi
Tidak bernama,clinic,-6.9164585,106.9316911,Jawa Barat,Kota Sukabumi
PUSKESMAS CIMAHI UTARA,hospital,-6.874206,107.5566016,Jawa Barat,Cimahi
Klinik Prof. Ufa,hospital,-6.2821337,106.9139644,Jawa Barat,Kota Bekasi
apotik & Lab Muara Karang,hospital,-6.1155534,106.7807682,Daerah Khusus Ibukota Jakarta,DKI Jakarta
poskesdes,hospital,-7.1889194,107.2822858,Jawa Barat,Bandung
Tidak bernama,clinic,-6.9456884,107.7914838,Jawa Barat,Sumedang
Klinik Citra Medika,hospital,-6.4458328,107.0432788,Jawa Barat,Bogor
Klinik Nayaka Husada (BPJS Kesehatan Faskes 1),hospital,-6.4439473,107.0416139,Jawa Barat,Bogor
GETHealthy Clinic,hospital,-6.1247726,106.7111509,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS Taman Harapan Baru,hospital,-6.176561,106.9984142,Jawa Barat,Kota Bekasi
dr.RN.Hendra,doctors,-6.2905551,106.9960425,Jawa Barat,Kota Bekasi
K24,pharmacy,-6.2699415,107.004097,Jawa Barat,Kota Bekasi
Relof Clinic,clinic,-6.25881,106.94979,Jawa Barat,Kota Bekasi
Tidak bernama,pharmacy,-6.7587964,108.4858306,Jawa Barat,Cirebon
Posyandu Chedi,hospital,-6.4605185,106.816414,Jawa Barat,Bogor
Apotek Delta,pharmacy,-6.6088092,106.7975338,Jawa Barat,Kota Bogor
Rumah Sakit Ibu dan Anak Ibnu Sina,hospital,-6.1604025,106.7960691,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Guardian,pharmacy,-6.2522618,106.9526218,Jawa Barat,Kota Bekasi
Century,pharmacy,-6.2517818,106.9527216,Jawa Barat,Kota Bekasi
Apotik Harrison,pharmacy,-6.3670041,106.9684305,Jawa Barat,Bogor
Rumah Sakit Kartini Bandung,hospital,-6.8972374,107.6345985,Jawa Barat,Kota Bandung
Klinik Dokter Wanti,doctors,-6.2028665,107.0494286,Jawa Barat,Bekasi
Klinik Hanna Medika,clinic,-6.6524377,106.9098129,Jawa Barat,Bogor
Klinik Permata Jingga Medika,clinic,-6.3577277,107.1272549,Jawa Barat,Bekasi
Posyandu,clinic,-6.8774812,107.5788234,Jawa Barat,Kota Bandung
Klinik Pratama Yemima,clinic,-6.3295503,106.8347383,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Kimia Farma,pharmacy,-6.3347144,106.8358265,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD KEBAYORAN BARU,hospital,-6.2688379,106.7965498,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Cahaya Murni,clinic,-6.3354208,106.8270717,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Gigi,clinic,-6.3356763,106.8270755,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek K-24,pharmacy,-6.1924222,106.8421066,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Pratama Kebagusan,clinic,-6.3316983,106.8287389,Daerah Khusus Ibukota Jakarta,DKI Jakarta
The Smile Centre,dentist,-6.2310557,106.8456962,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Mutiara Nadhifa,clinic,-6.3311353,106.9708934,Jawa Barat,Bogor
Apotek Rafi Farma,pharmacy,-6.9423735,106.9221395,Jawa Barat,Kota Sukabumi
Apotek K-24,pharmacy,-6.254373,106.9442866,Jawa Barat,Kota Bekasi
Puskesmas Lakbok,hospital,-7.4009158,108.6588996,Jawa Barat,Ciamis
Kimia Farma,pharmacy,-6.2552842,106.9683961,Jawa Barat,Kota Bekasi
IGD RS PMI Bogor,hospital,-6.5980869,106.8062688,Jawa Barat,Kota Bogor
Rumah Sakit Rizky Bersalin,hospital,-6.8886552,107.6196519,Jawa Barat,Kota Bandung
RS Rumah Sehat Terpadu,hospital,-6.472592,106.7285739,Jawa Barat,Bogor
RSIA Brawijaya Bojongsari,hospital,-6.3930775,106.743119,Jawa Barat,Depok
RSUD Jatisampurna,hospital,-6.3634629,106.9215198,Jawa Barat,Kota Bekasi
Apotek K-24,pharmacy,-6.2451801,106.9350263,Daerah Khusus Ibukota Jakarta,DKI Jakarta
L'Viors PIK,clinic,-6.1165622,106.7596965,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Tiara Bunda,clinic,-6.8823878,106.7783905,Jawa Barat,Sukabumi
RS Cikarang Medika,hospital,-6.2520254,107.1447225,Jawa Barat,Bekasi
Apotek Alam Medika,pharmacy,-6.2396115,106.9458816,Jawa Barat,Kota Bekasi
Kimia Farma,pharmacy,-6.2376127,106.9341144,Daerah Khusus Ibukota Jakarta,DKI Jakarta
K24,pharmacy,-6.2667016,106.9438234,Jawa Barat,Kota Bekasi
Apotek Generik,pharmacy,-6.2392434,106.9417203,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century,pharmacy,-6.2619421,106.9466466,Jawa Barat,Kota Bekasi
Klinik 24 Jam Dr. Sunardi,clinic,-6.6067602,106.7921873,Jawa Barat,Kota Bogor
Arora Laser & Aesthetic Clinic,clinic,-6.916531,106.936157,Jawa Barat,Kota Sukabumi
Primaya Hospital Sukabumi,hospital,-6.9186652,106.9577461,Jawa Barat,Sukabumi
Klinik Dr Nur,clinic,-6.865898,107.538655,Jawa Barat,Cimahi
UPT Puskesmas Cipamokolan,clinic,-6.9470279,107.6763636,Jawa Barat,Kota Bandung
RS Mitra Anugrah Lestari Cimahi,hospital,-6.9007783,107.5556959,Jawa Barat,Cimahi
Klinik Yudisman Cimahi,clinic,-6.9024945,107.535148,Jawa Barat,Cimahi
Klinik Kasih Bunda Cimahi,clinic,-6.9017676,107.543727,Jawa Barat,Cimahi
Fdc Dental Clinic Pasir Kaliki,dentist,-6.9125024,107.6036811,Jawa Barat,Kota Bandung
Klinik Luhur Medika,clinic,-6.8777933,107.5497647,Jawa Barat,Cimahi
Dokter Juwita Ninda Suherman Sukarasa,doctors,-6.8785955,107.5809916,Jawa Barat,Kota Bandung
Klinik Cijambe 24,clinic,-6.9089943,107.6907945,Jawa Barat,Kota Bandung
Rumah Sakit Gigi dan Mulut Pendidikan Unjani,hospital,-6.8686093,107.544739,Jawa Barat,Cimahi
Klinik Utama Elim,clinic,-6.9198677,107.5971803,Jawa Barat,Kota Bandung
Puskesmas Pagarsih,clinic,-6.9227492,107.5930739,Jawa Barat,Kota Bandung
Klinik Irna Pratama,clinic,-6.9170582,106.916803,Jawa Barat,Kota Sukabumi
Klinik Jasmine MQ Medika,clinic,-6.8867752,107.6117787,Jawa Barat,Kota Bandung
Klinik Pratama Amanah,clinic,-6.9048642,107.6775519,Jawa Barat,Kota Bandung
Klinik Mutiara Cikutra,clinic,-6.9003623,107.643322,Jawa Barat,Kota Bandung
"Klinik Bidan Oon R. Herawan, M.Keb",clinic,-6.9032552,107.639416,Jawa Barat,Kota Bandung
Revital Clinic Progo,clinic,-6.9044846,107.618761,Jawa Barat,Kota Bandung
Klinik Utama Bunda Nanda,clinic,-6.9297937,107.7124259,Jawa Barat,Kota Bandung
Puskesmas Arcamanik,clinic,-6.9145472,107.6786845,Jawa Barat,Kota Bandung
Puskesmas Cibeureum,clinic,-6.9005828,107.5625614,Jawa Barat,Cimahi
Puskesmas Cimareme,clinic,-6.8614754,107.5018535,Jawa Barat,Bandung Barat
Puskesmas Padasuka,clinic,-6.8736153,107.5279993,Jawa Barat,Cimahi
Dokter Nina T Irawati,doctors,-6.8892418,107.6336995,Jawa Barat,Bandung
Kimia Farma Ciumbuleuit,pharmacy,-6.8811277,107.6038593,Jawa Barat,Kota Bandung
Sakura Medical,pharmacy,-6.9073115,107.606448,Jawa Barat,Kota Bandung
Posyandu Anggur 1,clinic,-6.3117837,106.7901748,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Pratama Rawat Jalan,clinic,-6.3111055,106.785602,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Prodia Klinik & Lab,clinic,-6.3077355,106.7812818,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Geulis,pharmacy,-6.9638805,107.7981084,Jawa Barat,Bandung
Praktek Apoteker,clinic,-6.300301,106.7768932,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek PharmaPlus,pharmacy,-6.2750951,106.8162062,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Fatwa Medika,doctors,-6.3148005,107.2064603,Jawa Barat,Bekasi
Posyandu Anggrek IV Desa Pasirlaja,clinic,-6.5461353,106.8335259,Jawa Barat,Bogor
Puskesmas Melong Asih,clinic,-6.9239086,107.563141,Jawa Barat,Cimahi
La Belle Clinic,clinic,-6.2346647,106.8570397,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Skin rachel klinik,clinic,-6.1707007,106.7994069,Daerah Khusus Ibukota Jakarta,DKI Jakarta
"DAHLIA SUTANTO, DRG., SP.PROS",dentist,-6.9105386,107.6328026,Jawa Barat,Kota Bandung
Klinik Utama Bandung Pain Rehab Center,hospital,-6.9029104,107.6271296,Jawa Barat,Kota Bandung
Rumah Sakit Annisa Queen,hospital,-7.213425,107.9198707,Jawa Barat,Garut
RSJ,hospital,-6.4040302,106.7582441,Jawa Barat,Depok
Apotek Speed Pharma,pharmacy,-6.2694147,106.8160823,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Utama SpeedLab,clinic,-6.2693692,106.81588,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Kimia Farma,pharmacy,-6.3208615,107.016007,Jawa Barat,Kota Bekasi
Puskesmas Pembantu Desa Nanggerang,clinic,-6.4254707,107.7655523,Jawa Barat,Subang
Klinik SouthernUK,hospital,-6.2078757,106.8675387,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,hospital,-6.8643184,107.034716,Jawa Barat,Cianjur
Century,pharmacy,-6.2707897,106.7603859,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Mekar Asri II,pharmacy,-6.2558401,107.1436317,Jawa Barat,Bekasi
Mardhani Clinic,clinic,-6.3176302,107.2918394,Jawa Barat,Karawang
Puskesmas PONED Ciawi,hospital,-6.6630651,106.8553292,Jawa Barat,Bogor
Klinik Citra Dokter 24 Jam,clinic,-6.8818215,106.7783121,Jawa Barat,Sukabumi
Toko Obat Hudaybi,hospital,-6.4674334,106.7983748,Jawa Barat,Bogor
Apotek Century,pharmacy,-6.2498908,106.7997956,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Tambun,hospital,-6.2603919,107.0546781,Jawa Barat,Bekasi
Puskesmas Kecamatan Senen Kramat Baru,hospital,-6.1823419,106.8442225,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Roxy,pharmacy,-6.2193726,106.9311181,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Asyifa Husada Medical Center,hospital,-6.2363966,107.0899197,Jawa Barat,Bekasi
Ocean Dental Tebet,hospital,-6.2282877,106.8554624,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Utama Priangan Medical & Eye Center,hospital,-6.9217294,107.5773663,Jawa Barat,Kota Bandung
Tidak bernama,clinic,-7.5042553,108.6974671,Jawa Barat,Ciamis
KLINIK UTAMA TERATAI BUNDA,hospital,-6.4764756,108.3388832,Jawa Barat,Indramayu
UPTD Puskesmas Kaliabang Tengah,clinic,-6.1756822,107.0001525,Jawa Barat,Kota Bekasi
UPTD Puskesmas Marga Mulya,clinic,-6.2298832,107.0047802,Jawa Barat,Kota Bekasi
UPTD Puskesmas Teluk Pucung,clinic,-6.21866,107.0304235,Jawa Barat,Kota Bekasi
UPTD Puskesmas Harapan Baru,clinic,-6.2088027,107.0163597,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jati Karya,clinic,-6.3816521,106.9224088,Jawa Barat,Kota Bekasi
UPTD Puskesmas Medan Satria,clinic,-6.1942613,106.9769889,Jawa Barat,Kota Bekasi
UPTD Puskesmas Harapan Mulya,clinic,-6.2304989,106.9906664,Jawa Barat,Kota Bekasi
UPTD Puskesmas Kalibaru,clinic,-6.2191848,106.9784703,Jawa Barat,Kota Bekasi
UPTD Puskesmas Pejuang,clinic,-6.1986062,106.9933414,Jawa Barat,Kota Bekasi
UPTD Puskesmas Kranji,clinic,-6.2261312,106.9706797,Jawa Barat,Kota Bekasi
UPTD Puskesmas Bintara Jaya,clinic,-6.2395388,106.9473736,Jawa Barat,Kota Bekasi
UPTD Puskesmas Bintara,clinic,-6.2275633,106.9569154,Jawa Barat,Kota Bekasi
UPTD Puskesmas Rawa Tembaga,clinic,-6.2336491,106.9805724,Jawa Barat,Kota Bekasi
UPTD Puskesmas Kota Baru,clinic,-6.2143446,106.9682275,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jaka Setia,clinic,-6.2762346,106.9784134,Jawa Barat,Kota Bekasi
UPTD Puskesmas Marga Jaya,clinic,-6.2374061,106.9943152,Jawa Barat,Kota Bekasi
UPTD Puskesmas Pekayon Jaya,clinic,-6.2668904,106.9748121,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jaka Mulya,clinic,-6.2805266,106.9686695,Jawa Barat,Kota Bekasi
UPTD Puskesmas Perumnas II,clinic,-6.2458034,106.9891458,Jawa Barat,Kota Bekasi
UPTD Puskesmas Bantar Gebang,clinic,-6.3258298,106.9829518,Jawa Barat,Kota Bekasi
UPTD Puskesmas Ciketing Udik,clinic,-6.3495007,106.987011,Jawa Barat,Kota Bekasi
UPTD Puskesmas Cimuning,clinic,-6.3198607,107.0261006,Jawa Barat,Kota Bekasi
UPTD Puskesmas Sumur Batu,clinic,-6.3438671,107.0048226,Jawa Barat,Kota Bekasi
UPTD Puskesmas Mustika Sari,clinic,-6.298085,107.0021056,Jawa Barat,Kota Bekasi
UPTD Puskesmas Bojong Menteng,clinic,-6.3001397,106.995776,Jawa Barat,Kota Bekasi
UPTD Puskesmas Pengasinan,clinic,-6.2778175,107.010026,Jawa Barat,Kota Bekasi
UPTD Puskesmas Bojong Rawalumbu,clinic,-6.2776279,106.9988822,Jawa Barat,Kota Bekasi
UPTD Puskesmas Aren Jaya,clinic,-6.2491664,107.0301686,Jawa Barat,Kota Bekasi
UPTD Puskesmas Bekasi Jaya,clinic,-6.2320127,107.0122047,Jawa Barat,Kota Bekasi
UPTD Puskesmas Duren Jaya,clinic,-6.2358876,107.0226218,Jawa Barat,Kota Bekasi
UPTD Puskesmas Mustika Jaya,clinic,-6.2892514,107.0271049,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jatirahayu,clinic,-6.2958106,106.9260583,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jatiranggon,clinic,-6.3387415,106.926991,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jati Sampurna,clinic,-6.3628477,106.9280943,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jatimekar,clinic,-6.2958408,106.9389741,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jati Kramat,clinic,-6.2827806,106.9437228,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jatiluhur,clinic,-6.3199748,106.9496395,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jati Makmur,clinic,-6.2752272,106.9253066,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jatibening,clinic,-6.2617363,106.9561113,Jawa Barat,Kota Bekasi
UPTD Puskesmas Jati Cempaka,clinic,-6.2606395,106.9206109,Jawa Barat,Kota Bekasi
Klinik Dokter Gigi Silmi Reski,dentist,-6.2412761,106.7522661,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Baregbeg,clinic,-7.3011761,108.3672427,Jawa Barat,Ciamis
Apotik Melawai Raya,pharmacy,-6.2459552,106.7969721,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-7.1019331,107.9572027,Jawa Barat,Garut
Apotek Riah Farma,pharmacy,-6.2944634,106.9963827,Jawa Barat,Kota Bekasi
"Rumah Sakit Dr. Abdul Radjak, Cibitung",hospital,-6.2434078,107.1524209,Jawa Barat,Bekasi
Kimia Farma,pharmacy,-6.9004634,107.6121442,Jawa Barat,Kota Bandung
Kimia Farma,pharmacy,-6.904255,107.6286558,Jawa Barat,Kota Bandung
Viva Pharmacy,pharmacy,-6.8900385,107.6127527,Jawa Barat,Kota Bandung
DRC DR's Clinic,doctors,-6.2263473,106.8190977,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Dari Hari Dental Clinic,dentist,-6.2262164,106.8190285,Daerah Khusus Ibukota Jakarta,DKI Jakarta
